Name,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26
Clefable,Start - Spotlight,Start - Disarming Voice,Start - Sing,Start - Double Slap,Start - Minimize,Start - Metronome,TM01 - Work Up,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball
Vulpix,Start - Ember,L4 - Tail Whip,L7 - Roar,L9 - Baby-Doll Eyes,L10 - Quick Attack,L12 - Confuse Ray,L15 - Fire Spin,L18 - Payback,L20 - Will-O-Wisp,L23 - Feint Attack,L26 - Hex,L28 - Flame Burst,L31 - Extrasensory,L34 - Safeguard,L36 - Flamethrower,L39 - Imprison,L42 - Fire Blast,L44 - Grudge,L47 - Captivate,L50 - Inferno,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard
Vulpix,Start - Powder Snow,L4 - Tail Whip,L7 - Roar,L9 - Baby-Doll Eyes,L10 - Ice Shard,L12 - Confuse Ray,L15 - Icy Wind,L18 - Payback,L20 - Mist,L23 - Feint Attack,L26 - Hex,L28 - Aurora Beam,L31 - Extrasensory,L34 - Safeguard,L36 - Ice Beam,L39 - Imprison,L42 - Blizzard,L44 - Grudge,L47 - Captivate,L50 - Sheer Cold,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard
Ninetales,Start - Imprison,Start - Nasty Plot,Start - Flamethrower,Start - Quick Attack,Start - Confuse Ray,Start - Safeguard,TM03 - Psyshock,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM48 - Round
Ninetales,Start - Dazzling Gleam,Start - Imprison,Start - Nasty Plot,Start - Ice Beam,Start - Ice Shard,Start - Confuse Ray,Start - Safeguard,TM03 - Psyshock,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round
Jigglypuff,Start - Sing,L3 - Defense Curl,L5 - Pound,L9 - Play Nice,L11 - Disarming Voice,L14 - Disable,L17 - Double Slap,L20 - Rollout,L22 - Round,L25 - Stockpile,L25 - Swallow,L25 - Spit Up,L27 - Wake-Up Slap,L30 - Rest,L32 - Body Slam,L35 - Gyro Ball,L38 - Mimic,L41 - Hyper Voice,L45 - Double-Edge,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM16 - Light Screen
Wigglytuff,Start - Double-Edge,Start - Play Rough,Start - Sing,Start - Defense Curl,Start - Disable,Start - Double Slap,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team
Zubat,Start - Absorb,L5 - Supersonic,L7 - Astonish,L11 - Bite,L13 - Wing Attack,L17 - Confuse Ray,L19 - Air Cutter,L23 - Swift,L25 - Poison Fang,L29 - Mean Look,L31 - Leech Life,L35 - Haze,L37 - Venoshock,L41 - Air Slash,L43 - Quick Guard,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM28 - Leech Life
Golbat,Start - Screech,Start - Absorb,Start - Supersonic,Start - Astonish,Start - Bite,L5 - Supersonic,L7 - Astonish,L11 - Bite,L13 - Wing Attack,L17 - Confuse Ray,L19 - Air Cutter,L24 - Swift,L27 - Poison Fang,L32 - Mean Look,L35 - Leech Life,L40 - Haze,L43 - Venoshock,L48 - Air Slash,L51 - Quick Guard,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect
Oddish,Start - Absorb,Start - Growth,L5 - Sweet Scent,L9 - Acid,L13 - Poison Powder,L14 - Stun Spore,L15 - Sleep Powder,L19 - Mega Drain,L23 - Lucky Chant,L27 - Moonlight,L31 - Giga Drain,L35 - Toxic,L39 - Natural Gift,L43 - Moonblast,L47 - Grassy Terrain,L51 - Petal Dance,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM36 - Sludge Bomb
Gloom,Start - Absorb,Start - Growth,Start - Sweet Scent,Start - Acid,L5 - Sweet Scent,L9 - Acid,L13 - Poison Powder,L14 - Stun Spore,L15 - Sleep Powder,L19 - Mega Drain,L24 - Lucky Chant,L29 - Moonlight,L34 - Giga Drain,L39 - Toxic,L44 - Natural Gift,L49 - Petal Blizzard,L54 - Grassy Terrain,L59 - Petal Dance,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return
Vileplume,Start - Mega Drain,Start - Aromatherapy,Start - Poison Powder,Start - Stun Spore,L49 - Petal Blizzard,L59 - Petal Dance,L69 - Solar Beam,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM53 - Energy Ball,TM56 - Fling,TM68 - Giga Impact
Paras,Start - Scratch,L6 - Stun Spore,L6 - Poison Powder,L11 - Absorb,L17 - Fury Cutter,L22 - Spore,L27 - Slash,L33 - Growth,L38 - Giga Drain,L43 - Aromatherapy,L49 - Rage Powder,L54 - X-Scissor,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM28 - Leech Life,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM40 - Aerial Ace
Parasect,Start - Cross Poison,Start - Scratch,Start - Stun Spore,Start - Poison Powder,Start - Absorb,L6 - Stun Spore,L6 - Poison Powder,L11 - Absorb,L17 - Fury Cutter,L22 - Spore,L29 - Slash,L37 - Growth,L44 - Giga Drain,L51 - Aromatherapy,L59 - Rage Powder,L66 - X-Scissor,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return
Venonat,Start - Tackle,Start - Disable,Start - Foresight,L5 - Supersonic,L11 - Confusion,L13 - Poison Powder,L17 - Psybeam,L23 - Stun Spore,L25 - Signal Beam,L29 - Sleep Powder,L35 - Leech Life,L37 - Zen Headbutt,L41 - Poison Fang,L47 - Psychic,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM28 - Leech Life,TM29 - Psychic,TM32 - Double Team,TM36 - Sludge Bomb
Venomoth,Start - Gust,Start - Quiver Dance,Start - Bug Buzz,Start - Silver Wind,Start - Tackle,Start - Disable,Start - Foresight,Start - Supersonic,L5 - Supersonic,L11 - Confusion,L13 - Poison Powder,L17 - Psybeam,L23 - Stun Spore,L25 - Signal Beam,L29 - Sleep Powder,L37 - Leech Life,L41 - Zen Headbutt,L47 - Poison Fang,L55 - Psychic,L59 - Bug Buzz,L63 - Quiver Dance,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam
Diglett,Start - Sand Attack,Start - Scratch,L4 - Growl,L7 - Astonish,L10 - Mud-Slap,L14 - Magnitude,L18 - Bulldoze,L22 - Sucker Punch,L25 - Mud Bomb,L28 - Earth Power,L31 - Dig,L35 - Slash,L39 - Earthquake,L43 - Fissure,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM36 - Sludge Bomb,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace
Diglett,Start - Sand Attack,Start - Metal Claw,L4 - Growl,L7 - Astonish,L10 - Mud-Slap,L14 - Magnitude,L18 - Bulldoze,L22 - Sucker Punch,L25 - Mud Bomb,L28 - Earth Power,L31 - Dig,L35 - Iron Head,L39 - Earthquake,L43 - Fissure,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM36 - Sludge Bomb,TM37 - Sandstorm,TM39 - Rock Tomb
Dugtrio,Start - Sand Tomb,Start - Rototiller,Start - Night Slash,Start - Tri Attack,Start - Scratch,Start - Sand Attack,Start - Growl,L4 - Growl,L7 - Astonish,L10 - Mud-Slap,L14 - Magnitude,L18 - Bulldoze,L22 - Sucker Punch,L25 - Mud Bomb,L30 - Earth Power,L35 - Dig,L41 - Slash,L47 - Earthquake,L53 - Fissure,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM26 - Earthquake
Dugtrio,Start - Sand Tomb,Start - Rototiller,Start - Night Slash,Start - Tri Attack,Start - Sand Attack,Start - Metal Claw,Start - Growl,L4 - Growl,L7 - Astonish,L10 - Mud-Slap,L14 - Magnitude,L18 - Bulldoze,L22 - Sucker Punch,L25 - Mud Bomb,L30 - Earth Power,L35 - Dig,L41 - Iron Head,L47 - Earthquake,L53 - Fissure,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration
Meowth,Start - Scratch,Start - Growl,L6 - Bite,L9 - Fake Out,L14 - Fury Swipes,L17 - Screech,L22 - Feint Attack,L25 - Taunt,L30 - Pay Day,L33 - Slash,L38 - Nasty Plot,L41 - Assurance,L46 - Captivate,L49 - Night Slash,L50 - Feint,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return
Meowth,Start - Scratch,Start - Growl,L6 - Bite,L9 - Fake Out,L14 - Fury Swipes,L17 - Screech,L22 - Feint Attack,L25 - Taunt,L30 - Pay Day,L33 - Slash,L38 - Nasty Plot,L41 - Assurance,L46 - Captivate,L49 - Night Slash,L50 - Feint,L55 - Dark Pulse,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder
Persian,Start - Swift,Start - Play Rough,Start - Switcheroo,Start - Scratch,Start - Growl,Start - Bite,Start - Fake Out,L6 - Bite,L9 - Fake Out,L14 - Fury Swipes,L17 - Screech,L22 - Feint Attack,L25 - Taunt,L32 - Power Gem,L37 - Slash,L44 - Nasty Plot,L49 - Assurance,L56 - Captivate,L61 - Night Slash,L65 - Feint,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt
Persian,Start - Swift,Start - Quash,Start - Play Rough,Start - Switcheroo,Start - Scratch,Start - Growl,Start - Bite,Start - Fake Out,L6 - Bite,L9 - Fake Out,L14 - Fury Swipes,L17 - Screech,L22 - Feint Attack,L25 - Taunt,L32 - Power Gem,L37 - Slash,L44 - Nasty Plot,L49 - Assurance,L56 - Captivate,L61 - Night Slash,L65 - Feint,L69 - Dark Pulse,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power
Psyduck,Start - Water Sport,Start - Scratch,L4 - Tail Whip,L7 - Water Gun,L10 - Confusion,L13 - Fury Swipes,L16 - Water Pulse,L19 - Disable,L22 - Screech,L25 - Zen Headbutt,L28 - Aqua Tail,L31 - Soak,L34 - Psych Up,L37 - Amnesia,L40 - Hydro Pump,L43 - Wonder Room,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance
Golduck,Start - Me First,Start - Aqua Jet,Start - Water Sport,Start - Scratch,Start - Tail Whip,Start - Water Gun,L4 - Tail Whip,L7 - Water Gun,L10 - Confusion,L13 - Fury Swipes,L16 - Water Pulse,L19 - Disable,L22 - Screech,L25 - Zen Headbutt,L28 - Aqua Tail,L31 - Soak,L36 - Psych Up,L41 - Amnesia,L46 - Hydro Pump,L51 - Wonder Room,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam
Mankey,Start - Covet,Start - Scratch,Start - Low Kick,Start - Leer,Start - Focus Energy,L5 - Fury Swipes,L8 - Karate Chop,L12 - Pursuit,L15 - Seismic Toss,L19 - Swagger,L22 - Cross Chop,L26 - Assurance,L29 - Punishment,L33 - Thrash,L36 - Close Combat,L40 - Screech,L43 - Stomping Tantrum,L47 - Outrage,L50 - Final Gambit,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect
Primeape,Start - Rage,Start - Final Gambit,Start - Fling,Start - Scratch,Start - Low Kick,Start - Leer,Start - Focus Energy,L5 - Fury Swipes,L8 - Karate Chop,L12 - Pursuit,L15 - Seismic Toss,L19 - Swagger,L22 - Cross Chop,L26 - Assurance,L30 - Punishment,L35 - Thrash,L39 - Close Combat,L44 - Screech,L48 - Stomping Tantrum,L53 - Outrage,L57 - Final Gambit,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day
Growlithe,Start - Bite,Start - Roar,L6 - Ember,L8 - Leer,L10 - Odor Sleuth,L12 - Helping Hand,L17 - Flame Wheel,L19 - Reversal,L21 - Fire Fang,L23 - Take Down,L28 - Flame Burst,L30 - Agility,L32 - Retaliate,L34 - Flamethrower,L39 - Crunch,L41 - Heat Wave,L43 - Outrage,L45 - Flare Blitz,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM27 - Return
Arcanine,Start - Thunder Fang,Start - Bite,Start - Roar,Start - Odor Sleuth,Start - Fire Fang,L34 - Extreme Speed,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM40 - Aerial Ace,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round
Poliwag,Start - Water Sport,L5 - Water Gun,L8 - Hypnosis,L11 - Bubble,L15 - Double Slap,L18 - Rain Dance,L21 - Body Slam,L25 - Bubble Beam,L28 - Mud Shot,L31 - Belly Drum,L35 - Wake-Up Slap,L38 - Hydro Pump,L41 - Mud Bomb,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM29 - Psychic,TM32 - Double Team,TM42 - Facade,TM44 - Rest
Poliwhirl,Start - Water Sport,Start - Water Gun,Start - Hypnosis,L5 - Water Gun,L8 - Hypnosis,L11 - Bubble,L15 - Double Slap,L18 - Rain Dance,L21 - Body Slam,L27 - Bubble Beam,L32 - Mud Shot,L37 - Belly Drum,L43 - Wake-Up Slap,L48 - Hydro Pump,L53 - Mud Bomb,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM29 - Psychic
Poliwrath,Start - Submission,Start - Circle Throw,Start - Bubble Beam,Start - Hypnosis,Start - Double Slap,L32 - Dynamic Punch,L43 - Mind Reader,L53 - Circle Throw,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM08 - Bulk Up,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM42 - Facade
Abra,Start - Teleport,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM53 - Energy Ball,TM56 - Fling,TM57 - Charge Beam
Kadabra,Start - Kinesis,Start - Teleport,Start - Confusion,L16 - Confusion,L18 - Disable,L21 - Psybeam,L23 - Miracle Eye,L26 - Reflect,L28 - Psycho Cut,L31 - Recover,L33 - Telekinesis,L36 - Ally Switch,L38 - Psychic,L41 - Role Play,L43 - Future Sight,L46 - Trick,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard
Alakazam,Start - Kinesis,Start - Teleport,Start - Confusion,L16 - Confusion,L18 - Disable,L21 - Psybeam,L23 - Miracle Eye,L26 - Reflect,L28 - Psycho Cut,L31 - Recover,L33 - Telekinesis,L36 - Ally Switch,L38 - Psychic,L41 - Calm Mind,L43 - Future Sight,L46 - Trick,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance
Alakazam,Start - Kinesis,Start - Teleport,Start - Confusion,L16 - Confusion,L18 - Disable,L21 - Psybeam,L23 - Miracle Eye,L26 - Reflect,L28 - Psycho Cut,L31 - Recover,L33 - Telekinesis,L36 - Ally Switch,L38 - Psychic,L41 - Calm Mind,L43 - Future Sight,L46 - Trick,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance
Machop,Start - Low Kick,Start - Leer,L3 - Focus Energy,L7 - Karate Chop,L9 - Foresight,L13 - Low Sweep,L15 - Seismic Toss,L19 - Revenge,L21 - Knock Off,L25 - Vital Throw,L27 - Wake-Up Slap,L31 - Dual Chop,L33 - Submission,L37 - Bulk Up,L39 - Cross Chop,L43 - Scary Face,L45 - Dynamic Punch,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration
Machoke,Start - Low Kick,Start - Leer,Start - Focus Energy,Start - Karate Chop,L3 - Focus Energy,L7 - Karate Chop,L9 - Foresight,L13 - Low Sweep,L15 - Seismic Toss,L19 - Revenge,L21 - Knock Off,L25 - Vital Throw,L27 - Wake-Up Slap,L33 - Dual Chop,L37 - Submission,L43 - Bulk Up,L47 - Cross Chop,L53 - Scary Face,L57 - Dynamic Punch,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect
Machamp,Start - Strength,Start - Wide Guard,Start - Low Kick,Start - Leer,Start - Focus Energy,Start - Karate Chop,L3 - Focus Energy,L7 - Karate Chop,L9 - Foresight,L13 - Low Sweep,L15 - Seismic Toss,L19 - Revenge,L21 - Knock Off,L25 - Vital Throw,L27 - Wake-Up Slap,L33 - Dual Chop,L37 - Submission,L43 - Bulk Up,L47 - Cross Chop,L53 - Scary Face,L57 - Dynamic Punch,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day
Bellsprout,Start - Vine Whip,L7 - Growth,L11 - Wrap,L13 - Sleep Powder,L15 - Poison Powder,L17 - Stun Spore,L23 - Acid,L27 - Knock Off,L29 - Sweet Scent,L35 - Gastro Acid,L39 - Razor Leaf,L41 - Poison Jab,L47 - Slam,L50 - Wring Out,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM33 - Reflect,TM36 - Sludge Bomb,TM42 - Facade
Weepinbell,Start - Vine Whip,Start - Growth,Start - Wrap,L7 - Growth,L11 - Wrap,L13 - Sleep Powder,L15 - Poison Powder,L17 - Stun Spore,L24 - Acid,L29 - Knock Off,L32 - Sweet Scent,L39 - Gastro Acid,L44 - Razor Leaf,L47 - Poison Jab,L54 - Slam,L58 - Wring Out,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM33 - Reflect
Victreebel,Start - Leaf Tornado,Start - Stockpile,Start - Swallow,Start - Spit Up,Start - Vine Whip,Start - Sleep Powder,Start - Sweet Scent,Start - Razor Leaf,L32 - Leaf Storm,L44 - Leaf Blade,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM33 - Reflect,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief
Tentacool,Start - Poison Sting,L4 - Supersonic,L7 - Constrict,L10 - Acid,L13 - Toxic Spikes,L16 - Water Pulse,L19 - Wrap,L22 - Acid Spray,L25 - Bubble Beam,L28 - Barrier,L31 - Poison Jab,L34 - Brine,L37 - Screech,L40 - Hex,L43 - Sludge Wave,L46 - Hydro Pump,L49 - Wring Out,TM06 - Toxic,TM07 - Hail,TM09 - Venoshock,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard
Tentacruel,Start - Reflect Type,Start - Wring Out,Start - Poison Sting,Start - Supersonic,Start - Constrict,Start - Acid,L4 - Supersonic,L7 - Constrict,L10 - Acid,L13 - Toxic Spikes,L16 - Water Pulse,L19 - Wrap,L22 - Acid Spray,L25 - Bubble Beam,L28 - Barrier,L32 - Poison Jab,L36 - Brine,L40 - Screech,L44 - Hex,L48 - Sludge Wave,L52 - Hydro Pump,L56 - Wring Out,TM06 - Toxic,TM07 - Hail,TM09 - Venoshock,TM10 - Hidden Power
Geodude,Start - Tackle,Start - Defense Curl,L4 - Mud Sport,L6 - Rock Polish,L10 - Rollout,L12 - Magnitude,L16 - Rock Throw,L18 - Smack Down,L22 - Bulldoze,L24 - Self-Destruct,L28 - Stealth Rock,L30 - Rock Blast,L34 - Earthquake,L36 - Explosion,L40 - Double-Edge,L42 - Stone Edge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team
Geodude,Start - Tackle,Start - Defense Curl,L4 - Charge,L6 - Rock Polish,L10 - Rollout,L12 - Spark,L16 - Rock Throw,L18 - Smack Down,L22 - Thunder Punch,L24 - Self-Destruct,L28 - Stealth Rock,L30 - Rock Blast,L34 - Discharge,L36 - Explosion,L40 - Double-Edge,L42 - Stone Edge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM27 - Return
Graveler,Start - Tackle,Start - Defense Curl,Start - Mud Sport,Start - Rock Polish,L4 - Mud Sport,L6 - Rock Polish,L10 - Rollout,L12 - Magnitude,L16 - Rock Throw,L18 - Smack Down,L22 - Bulldoze,L24 - Self-Destruct,L30 - Stealth Rock,L34 - Rock Blast,L40 - Earthquake,L44 - Explosion,L50 - Double-Edge,L54 - Stone Edge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return
Graveler,Start - Tackle,Start - Defense Curl,Start - Charge,Start - Rock Polish,L4 - Charge,L6 - Rock Polish,L10 - Rollout,L12 - Spark,L16 - Rock Throw,L18 - Smack Down,L22 - Thunder Punch,L24 - Self-Destruct,L30 - Stealth Rock,L34 - Rock Blast,L40 - Discharge,L44 - Explosion,L50 - Double-Edge,L54 - Stone Edge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM24 - Thunderbolt,TM25 - Thunder
Golem,Start - Heavy Slam,Start - Tackle,Start - Defense Curl,Start - Mud Sport,Start - Rock Polish,L4 - Mud Sport,L6 - Rock Polish,L10 - Steamroller,L12 - Magnitude,L16 - Rock Throw,L18 - Smack Down,L22 - Bulldoze,L24 - Self-Destruct,L30 - Stealth Rock,L34 - Rock Blast,L40 - Earthquake,L44 - Explosion,L50 - Double-Edge,L54 - Stone Edge,L60 - Heavy Slam,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect
Golem,Start - Heavy Slam,Start - Tackle,Start - Defense Curl,Start - Charge,Start - Rock Polish,L4 - Charge,L6 - Rock Polish,L10 - Steamroller,L12 - Spark,L16 - Rock Throw,L18 - Smack Down,L22 - Thunder Punch,L24 - Self-Destruct,L30 - Stealth Rock,L34 - Rock Blast,L40 - Discharge,L44 - Explosion,L50 - Double-Edge,L54 - Stone Edge,L60 - Heavy Slam,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect
