,ndex,species,pokemon,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
271,228,Houndour,Houndour,Start - Leer,Start - Ember,L4 - Howl,L8 - Smog,L13 - Roar,L16 - Bite,L20 - Odor Sleuth,L25 - Beat Up,L28 - Fire Fang,L32 - Feint Attack,L37 - Embargo,L40 - Foul Play,L44 - Flamethrower,L49 - Crunch,L52 - Nasty Plot,L56 - Inferno,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,12 - Taunt,17 - Protect,21 - Frustration,22 - Solar Beam,27 - Return,30 - Shadow Ball,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
272,229,Houndoom,Houndoom,Start - Inferno,Start - Nasty Plot,Start - Thunder Fang,Start - Leer,Start - Ember,Start - Howl,Start - Smog,L4 - Howl,L8 - Smog,L13 - Roar,L16 - Bite,L20 - Odor Sleuth,L26 - Beat Up,L30 - Fire Fang,L35 - Feint Attack,L41 - Embargo,L45 - Foul Play,L50 - Flamethrower,L56 - Crunch,L60 - Nasty Plot,L65 - Inferno,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,12 - Taunt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Heat Wave,ORAS - Role Play,ORAS - Spite,ORAS - Snatch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
273,229,Houndoom,Houndoom (Mega Houndoom),Start - Inferno,Start - Nasty Plot,Start - Thunder Fang,Start - Leer,Start - Ember,Start - Howl,Start - Smog,L4 - Howl,L8 - Smog,L13 - Roar,L16 - Bite,L20 - Odor Sleuth,L26 - Beat Up,L30 - Fire Fang,L35 - Feint Attack,L41 - Embargo,L45 - Foul Play,L50 - Flamethrower,L56 - Crunch,L60 - Nasty Plot,L65 - Inferno,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,12 - Taunt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Heat Wave,ORAS - Role Play,ORAS - Spite,ORAS - Snatch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
274,230,Kingdra,Kingdra,Start - Hydro Pump,Start - Yawn,Start - Bubble,Start - Smokescreen,Start - Leer,Start - Water Gun,L5 - Smokescreen,L9 - Leer,L13 - Water Gun,L17 - Twister,L21 - Bubble Beam,L26 - Focus Energy,L31 - Brine,L38 - Agility,L45 - Dragon Pulse,L52 - Dragon Dance,L60 - Hydro Pump,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,15 - Hyper Beam,17 - Protect,18 - Rain Dance,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
275,231,Phanpy,Phanpy,Start - Odor Sleuth,Start - Tackle,Start - Growl,Start - Defense Curl,L6 - Flail,L10 - Rollout,L15 - Natural Gift,L19 - Endure,L24 - Slam,L28 - Take Down,L33 - Charm,L37 - Last Resort,L42 - Double-Edge,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,17 - Protect,21 - Frustration,26 - Earthquake,27 - Return,32 - Double Team,37 - Sandstorm,39 - Rock Tomb,42 - Facade,44 - Rest,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
276,232,Donphan,Donphan,Start - Fury Attack,Start - Fire Fang,Start - Thunder Fang,Start - Horn Attack,Start - Bulldoze,Start - Growl,Start - Defense Curl,L6 - Rapid Spin,L10 - Rollout,L15 - Assurance,L19 - Knock Off,L24 - Slam,L30 - Magnitude,L37 - Scary Face,L43 - Earthquake,L50 - Giga Impact,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,21 - Frustration,26 - Earthquake,27 - Return,32 - Double Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Prev - Tackle,Prev - Flail,Prev - Natural Gift,Prev - Endure,Prev - Take Down,Prev - Charm,Prev - Last Resort,Prev - Double-Edge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
277,233,Porygon2,Porygon2,Start - Zap Cannon,Start - Magic Coat,Start - Conversion 2,Start - Tackle,Start - Conversion,Start - Defense Curl,L7 - Psybeam,L12 - Agility,L18 - Recover,L23 - Magnet Rise,L29 - Signal Beam,L34 - Recycle,L40 - Discharge,L45 - Lock-On,L50 - Tri Attack,L56 - Magic Coat,L62 - Zap Cannon,L67 - Hyper Beam,03 - Psyshock,06 - Toxic,10 - Hidden Power,11 - Sunny Day,13 - Ice Beam,14 - Blizzard,15 - Hyper Beam,17 - Protect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
278,234,Stantler,Stantler,Start - Me First,Start - Tackle,L3 - Leer,L7 - Astonish,L10 - Hypnosis,L13 - Stomp,L16 - Sand Attack,L21 - Take Down,L23 - Confuse Ray,L27 - Calm Mind,L33 - Role Play,L38 - Zen Headbutt,L43 - Jump Kick,L49 - Imprison,L50 - Captivate,L55 - Me First,01 - Work Up,03 - Psyshock,04 - Calm Mind,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,16 - Light Screen,17 - Protect,18 - Rain Dance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Snore,ORAS - Role Play,ORAS - Shock Wave,ORAS - Spite,ORAS - Magic Room,ORAS - Skill Swap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
279,235,Smeargle,Smeargle,Start - Sketch,L11 - Sketch,L21 - Sketch,L31 - Sketch,L41 - Sketch,L51 - Sketch,L61 - Sketch,L71 - Sketch,L81 - Sketch,L91 - Sketch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
280,236,Tyrogue,Tyrogue,Start - Tackle,Start - Helping Hand,Start - Fake Out,Start - Foresight,01 - Work Up,06 - Toxic,08 - Bulk Up,10 - Hidden Power,11 - Sunny Day,17 - Protect,18 - Rain Dance,21 - Frustration,26 - Earthquake,27 - Return,31 - Brick Break,32 - Double Team,42 - Facade,44 - Rest,45 - Attract,46 - Thief,47 - Low Sweep,48 - Round,78 - Bulldoze,80 - Rock Slide,87 - Swagger,88 - Sleep Talk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
281,237,Hitmontop,Hitmontop,Start - Rolling Kick,Start - Endeavor,Start - Close Combat,Start - Detect,Start - Revenge,Start - Focus Energy,Start - Pursuit,Start - Quick Attack,L6 - Focus Energy,L10 - Pursuit,L15 - Quick Attack,L19 - Rapid Spin,L24 - Feint,L28 - Counter,L33 - Triple Kick,L37 - Agility,L42 - Gyro Ball,L46 - Wide Guard,L46 - Quick Guard,L50 - Detect,L55 - Close Combat,L60 - Endeavor,01 - Work Up,06 - Toxic,08 - Bulk Up,10 - Hidden Power,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
282,238,Smoochum,Smoochum,Start - Pound,L5 - Lick,L8 - Sweet Kiss,L11 - Powder Snow,L15 - Confusion,L18 - Sing,L21 - Heart Stamp,L25 - Mean Look,L28 - Fake Tears,L31 - Lucky Chant,L35 - Avalanche,L38 - Psychic,L41 - Copycat,L45 - Perish Song,L48 - Blizzard,03 - Psyshock,04 - Calm Mind,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,16 - Light Screen,17 - Protect,18 - Rain Dance,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Skill Swap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
283,239,Elekid,Elekid,Start - Quick Attack,Start - Leer,L5 - Thunder Shock,L8 - Low Kick,L12 - Swift,L15 - Shock Wave,L19 - Thunder Wave,L22 - Electro Ball,L26 - Light Screen,L29 - Thunder Punch,L33 - Discharge,L36 - Screech,L40 - Thunderbolt,L43 - Thunder,06 - Toxic,10 - Hidden Power,16 - Light Screen,17 - Protect,18 - Rain Dance,21 - Frustration,24 - Thunderbolt,25 - Thunder,27 - Return,29 - Psychic,31 - Brick Break,32 - Double Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
284,240,Magby,Magby,Start - Smog,Start - Leer,L5 - Ember,L8 - Smokescreen,L12 - Feint Attack,L15 - Fire Spin,L19 - Clear Smog,L22 - Flame Burst,L26 - Confuse Ray,L29 - Fire Punch,L33 - Lava Plume,L36 - Sunny Day,L40 - Flamethrower,L43 - Fire Blast,06 - Toxic,10 - Hidden Power,11 - Sunny Day,17 - Protect,21 - Frustration,27 - Return,29 - Psychic,31 - Brick Break,32 - Double Team,35 - Flamethrower,38 - Fire Blast,42 - Facade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
285,241,Miltank,Miltank,Start - Tackle,L3 - Growl,L5 - Defense Curl,L8 - Stomp,L11 - Milk Drink,L15 - Bide,L19 - Rollout,L24 - Body Slam,L29 - Zen Headbutt,L35 - Captivate,L41 - Gyro Ball,L48 - Heal Bell,L50 - Wake-Up Slap,01 - Work Up,06 - Toxic,10 - Hidden Power,11 - Sunny Day,13 - Ice Beam,14 - Blizzard,15 - Hyper Beam,17 - Protect,18 - Rain Dance,21 - Frustration,22 - Solar Beam,24 - Thunderbolt,25 - Thunder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Iron Tail,ORAS - Snore,ORAS - Heal Bell,ORAS - Focus Punch,ORAS - Shock Wave,ORAS - Water Pulse,ORAS - After You,ORAS - Helping Hand,ORAS - Stealth Rock,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
286,242,Blissey,Blissey,Start - Double-Edge,Start - Defense Curl,Start - Pound,Start - Growl,L5 - Tail Whip,L9 - Refresh,L12 - Double Slap,L16 - Soft-Boiled,L20 - Bestow,L23 - Minimize,L27 - Take Down,L31 - Sing,L34 - Fling,L38 - Heal Pulse,L42 - Egg Bomb,L46 - Light Screen,L50 - Healing Wish,L54 - Double-Edge,01 - Work Up,04 - Calm Mind,06 - Toxic,07 - Hail,10 - Hidden Power,11 - Sunny Day,13 - Ice Beam,14 - Blizzard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Egg - Gravity,Egg* - Last Resort,Egg - Mud Bomb,Egg - Natural Gift,Egg - Endure,Egg** - Seismic Toss,ORAS - Covet,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Ice Punch,ORAS - Block,ORAS - Gravity,ORAS - Last Resort,ORAS - Icy Wind,ORAS - Zen Headbutt,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Heal Bell,ORAS - Drain Punch,ORAS - Focus Punch,ORAS - Shock Wave,ORAS - Water Pulse,ORAS - Helping Hand,ORAS - Endeavor,ORAS - Recycle,ORAS - Snatch,ORAS - Stealth Rock,ORAS - Skill Swap,Prev - Charm,Prev - Copycat,Prev - Sweet Kiss,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
287,243,Raikou,Raikou,Start - Extrasensory,Start - Discharge,Start - Bite,Start - Leer,L8 - Thunder Shock,L15 - Roar,L22 - Quick Attack,L29 - Spark,L36 - Reflect,L43 - Crunch,L50 - Thunder Fang,L57 - Discharge,L64 - Extrasensory,L71 - Rain Dance,L78 - Calm Mind,L85 - Thunder,04 - Calm Mind,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,16 - Light Screen,17 - Protect,18 - Rain Dance,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
288,244,Entei,Entei,Start - Sacred Fire,Start - Eruption,Start - Extrasensory,Start - Lava Plume,Start - Bite,Start - Leer,L8 - Ember,L15 - Roar,L22 - Fire Spin,L29 - Stomp,L36 - Flamethrower,L43 - Swagger,L50 - Fire Fang,L57 - Lava Plume,L64 - Extrasensory,L71 - Fire Blast,L78 - Calm Mind,L85 - Eruption,04 - Calm Mind,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,18 - Rain Dance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
